421,null,0,40000,0,1,null,6
422,null,0,40000,0,2,null,6
423,null,0,40000,0,3,null,6
424,null,0,40000,0,4,null,6
425,null,0,40000,0,5,null,6
426,null,0,40000,0,6,null,6
427,null,0,40000,0,7,null,6
428,null,0,40000,0,8,null,6
429,null,0,40000,0,9,null,6
430,null,0,40000,0,10,null,6
431,null,0,40000,0,11,null,6
432,null,0,40000,0,12,null,6
433,null,0,40000,0,13,null,6
434,null,0,40000,0,14,null,6
435,null,0,40000,0,15,null,6
436,null,0,40000,0,16,null,6
437,null,0,40000,0,17,null,6
438,null,0,40000,0,18,null,6
439,null,0,40000,0,19,null,6
440,null,0,40000,0,20,null,6
441,null,0,40000,0,21,null,6
442,null,0,40000,0,22,null,6
443,null,0,40000,0,23,null,6
444,null,0,40000,0,24,null,6
445,null,0,40000,0,25,null,6
446,null,0,40000,0,26,null,6
447,null,0,40000,0,27,null,6
448,null,0,40000,0,28,null,6
449,null,0,40000,0,29,null,6
450,null,0,40000,0,30,null,6
451,null,0,40000,0,31,null,6
452,null,0,40000,0,32,null,6
453,null,0,40000,0,33,null,6
454,null,0,40000,0,34,null,6
455,null,0,40000,0,35,null,6
456,null,0,40000,0,36,null,6
457,null,0,40000,0,37,null,6
458,null,0,40000,0,38,null,6
459,null,0,40000,0,39,null,6
460,null,0,40000,0,40,null,6
461,null,0,40000,0,41,null,6
462,null,0,40000,0,42,null,6
463,null,0,40000,0,43,null,6
464,null,0,40000,0,44,null,6
465,null,0,40000,0,45,null,6
466,null,0,40000,0,46,null,6
467,null,0,40000,0,47,null,6
468,null,0,40000,0,48,null,6
469,null,0,40000,0,49,null,6
470,null,0,40000,0,50,null,6
471,null,0,40000,0,51,null,6
472,null,0,40000,0,52,null,6
473,null,0,40000,0,53,null,6
474,null,0,40000,0,54,null,6
475,null,0,40000,0,55,null,6
476,null,0,40000,0,56,null,6
477,null,0,40000,0,57,null,6
478,null,0,40000,0,58,null,6
479,null,0,40000,0,59,null,6
480,null,0,40000,0,60,null,6
481,null,0,40000,0,61,null,6
482,null,0,40000,0,62,null,6
483,null,0,40000,0,63,null,6
484,null,0,40000,0,64,null,6
485,null,0,40000,0,65,null,6
486,null,0,40000,0,66,null,6
487,null,0,40000,0,67,null,6
488,null,0,40000,0,68,null,6
489,null,0,40000,0,69,null,6
490,null,0,40000,0,70,null,6
491,null,0,40000,0,1,null,7
492,null,0,40000,0,2,null,7
493,null,0,40000,0,3,null,7
494,null,0,40000,0,4,null,7
495,null,0,40000,0,5,null,7
496,null,0,40000,0,6,null,7
497,null,0,40000,0,7,null,7
498,null,0,40000,0,8,null,7
499,null,0,40000,0,9,null,7
500,null,0,40000,0,10,null,7
501,null,0,40000,0,11,null,7
502,null,0,40000,0,12,null,7
503,null,0,40000,0,13,null,7
504,null,0,40000,0,14,null,7
505,null,0,40000,0,15,null,7
506,null,0,40000,0,16,null,7
507,null,0,40000,0,17,null,7
508,null,0,40000,0,18,null,7
509,null,0,40000,0,19,null,7
510,null,0,40000,0,20,null,7
511,null,0,40000,0,21,null,7
512,null,0,40000,0,22,null,7
513,null,0,40000,0,23,null,7
514,null,0,40000,0,24,null,7
515,null,0,40000,0,25,null,7
516,null,0,40000,0,26,null,7
517,null,0,40000,0,27,null,7
518,null,0,40000,0,28,null,7
519,null,0,40000,0,29,null,7
520,null,0,40000,0,30,null,7
521,null,0,40000,0,31,null,7
522,null,0,40000,0,32,null,7
523,null,0,40000,0,33,null,7
524,null,0,40000,0,34,null,7
525,null,0,40000,0,35,null,7
526,null,0,40000,0,36,null,7
527,null,0,40000,0,37,null,7
528,null,0,40000,0,38,null,7
529,null,0,40000,0,39,null,7
530,null,0,40000,0,40,null,7
531,null,0,40000,0,41,null,7
532,null,0,40000,0,42,null,7
533,null,0,40000,0,43,null,7
534,null,0,40000,0,44,null,7
535,null,0,40000,0,45,null,7
536,null,0,40000,0,46,null,7
537,null,0,40000,0,47,null,7
538,null,0,40000,0,48,null,7
539,null,0,40000,0,49,null,7
540,null,0,40000,0,50,null,7
541,null,0,40000,0,51,null,7
542,null,0,40000,0,52,null,7
543,null,0,40000,0,53,null,7
544,null,0,40000,0,54,null,7
545,null,0,40000,0,55,null,7
546,null,0,40000,0,56,null,7
547,null,0,40000,0,57,null,7
548,null,0,40000,0,58,null,7
549,null,0,40000,0,59,null,7
